#year	month	day	VSSI	sigma	NHflux	SHflux	lat	
1846	2	1	1.2520587916729997	0.41	5.1	0.0	1.0	45.0
1835	12	20	9.49483666997685	2.21	18.85	9.6	0.662526365127725	13.0
1831	9	1	14.682114905446214	3.41	34.65	4.3	0.8896115009412969	19.5
1822	6	8	2.0645493685719805	0.79	6.06	0.0	1.0	-7.25
1821	2	1	0.6263745404920033	0.28	0.0	2.9	0.0	-45.0
1815	3	10	25.613106412888047	4.49	38.44	45.8	0.45633680212084005	-8.0
1809	2	1	18.066634802180076	3.54	32.39	25.4	0.560477591278768	0.0
1797	6	1	0.987170572211874	0.33	3.92	0.0	1.0	45.0
1796	1	1	0.5293035847936476	0.32	3.65	0.0	1.0	45.0
1786	9	1	1.0352314182575701	0.36	4.39	0.0	1.0	45.0
1783	10	15	19.413852519934665	7.04	109.51	0.0	1.0	64.4
1770	10	1	0.7714262858427787	0.32	3.67	0.0	1.0	45.0
1766	1	5	2.0611220884029864	0.75	13.25	0.0	1.0	63.98
1762	9	1	4.604887919418819	1.13	9.26	5.2	0.640470154413459	0.0
1755	8	17	1.4236989983711914	0.43	6.19	0.0	1.0	63.63
1739	1	19	3.229473875561411	1.09	18.09	0.0	1.0	42.688
1729	11	1	5.420440906806032	1.49	25.37	0.0	1.0	45.0
1721	8	11	0.5665384096979109	0.36	4.28	0.0	1.0	63.63
1720	10	1	0.510209247181475	0.32	3.77	0.0	1.0	45.0
1707	6	16	1.0562824405097595	0.4	5.71	0.0	1.0	35.361
1695	5	1	15.50106554804919	2.88	24.72	22.5	0.52347334980586	0.0
1693	10	1	2.102226332707567	0.79	6.96	1.5	0.822764868058291	0.0
1673	7	20	5.235787326902487	0.82	5.92	8.1	0.422391252674115	1.38
1667	10	23	2.5833077919873197	1.11	18.31	0.0	1.0	42.688
1662	7	1	0.8004077689497143	0.14	0.0	4.0	0.0	-45.0
1654	5	1	4.055339112199109	1.22	6.17	5.0	0.5522388059701488	45.0
1646	5	1	2.3229043362379724	0.82	12.74	0.0	1.0	45.0
1640	10	26	19.22457364504567	4.28	41.13	14.9	0.734086853063653	6.1129999999999995
1637	5	1	1.4544942245374664	0.49	6.83	0.0	1.0	45.0
1621	4	1	1.7146133042043223	0.27	0.0	8.6	0.0	-45.0
1600	5	17	20.772172743262708	4.03	38.14	18.7	0.67098703888335	-16.608
1595	12	1	7.648751622868248	1.51	11.81	14.8	0.443748433976447	4.8919999999999995
1590	1	1	0.46713957719459714	0.25	0.0	2.6	0.0	-45.0
1585	11	10	10.502780685074924	2.34	23.32	2.2	0.91380436202168	19.514
1576	10	1	0.4164212758316907	0.21	0.0	2.1	0.0	-45.0
1567	1	1	3.2977692776054353	0.82	13.22	0.0	1.0	45.0
1554	9	1	2.322414481691275	0.81	5.24	2.0	0.7238840312931429	0.0
1541	12	1	0.9909777583123919	0.17	0.0	5.0	0.0	-45.0
1537	11	1	1.181844810396552	0.35	4.46	0.0	1.0	45.0
1528	6	1	1.349414395982591	0.45	5.66	0.0	1.0	45.0
1512	12	1	0.1887376308988108	0.11	0.0	1.1	0.0	-45.0
1510	1	25	1.8579289858445724	0.83	12.1	0.0	1.0	63.98
1505	4	1	0.9635617088047552	0.15	0.0	4.6	0.0	-45.0
1502	6	1	1.159707144737348	0.37	5.29	0.0	1.0	45.0
1480	1	1	1.922155597078211	0.53	8.73	0.0	1.0	45.0
1478	6	1	1.1653705924262285	0.2	0.0	6.2	0.0	-45.0
1477	5	1	4.273674263512198	1.61	26.97	0.0	1.0	64.63
1470	9	1	0.9474420187689643	0.5	7.33	0.0	1.0	45.0
1463	9	1	0.5931806840021088	0.31	3.2	0.0	1.0	-45.0
1458	7	1	37.76021545213864	4.8	35.33	63.6	0.3571428571428571	0.0
1453	9	1	11.095479492270332	3.07	24.8	5.1	0.82940291018565	0.0
1448	10	1	0.8016679005800177	0.14	0.0	3.9	0.0	-45.0
1441	7	1	0.9494652634576113	0.35	4.23	0.0	1.0	45.0
